Price,adj close,close,high,low,open,volume
Ticker,aapl,aapl,aapl,aapl,aapl,aapl
Date,,,,,,
2021-03-29,118.23332977294922,121.38999938964844,122.58000183105469,120.7300033569336,121.6500015258789,80819200
2021-03-30,116.78205871582031,119.9000015258789,120.4000015258789,118.86000061035156,120.11000061035156,85671900
2021-03-31,118.97355651855469,122.1500015258789,123.5199966430664,121.1500015258789,121.6500015258789,118323800
2021-04-01,119.80144500732422,123.0,124.18000030517578,122.48999786376953,123.66000366210938,75089100
2021-04-05,122.62605285644531,125.9000015258789,126.16000366210938,123.06999969482422,123.87000274658203,88651200
2021-04-06,122.92796325683594,126.20999908447266,127.12999725341797,125.6500015258789,126.5,80171300
2021-04-07,124.57403564453125,127.9000015258789,127.91999816894531,125.13999938964844,125.83000183105469,83466700
2021-04-08,126.97005462646484,130.36000061035156,130.38999938964844,128.52000427246094,128.9499969482422,88844600
2021-04-09,129.54141235351562,133.0,133.0399932861328,129.47000122070312,129.8000030517578,106686700
2021-04-12,127.82717895507812,131.24000549316406,132.85000610351562,130.6300048828125,132.52000427246094,91420000
2021-04-13,130.9342041015625,134.42999267578125,134.66000366210938,131.92999267578125,132.44000244140625,91266500
2021-04-14,128.5966339111328,132.02999877929688,135.0,131.66000366210938,134.94000244140625,87222800
2021-04-15,131.00242614746094,134.5,135.0,133.63999938964844,133.82000732421875,89347100
2021-04-16,130.6712646484375,134.16000366210938,134.6699981689453,133.27999877929688,134.3000030517578,84922400
2021-04-19,131.3335418701172,134.83999633789062,135.47000122070312,133.33999633789062,133.50999450683594,94264200
2021-04-20,129.6485595703125,133.11000061035156,135.52999877929688,131.80999755859375,135.02000427246094,94812300
2021-04-21,130.02842712402344,133.5,133.75,131.3000030517578,132.36000061035156,68847100
2021-04-22,128.5089874267578,131.94000244140625,134.14999389648438,131.41000366210938,133.0399932861328,84566500
2021-04-23,130.8270721435547,134.32000732421875,135.1199951171875,132.16000366210938,132.16000366210938,78657500
2021-04-26,131.21670532226562,134.72000122070312,135.05999755859375,133.55999755859375,134.8300018310547,66905100
2021-04-27,130.89527893066406,134.38999938964844,135.41000366210938,134.11000061035156,135.00999450683594,66015800
2021-04-28,130.10633850097656,133.5800018310547,135.02000427246094,133.0800018310547,134.30999755859375,107760100
2021-04-29,130.0089111328125,133.47999572753906,137.07000732421875,132.4499969482422,136.47000122070312,151101000
2021-04-30,128.04147338867188,131.4600067138672,133.55999755859375,131.07000732421875,131.77999877929688,109839500
2021-05-03,129.0933380126953,132.5399932861328,134.07000732421875,131.8300018310547,132.0399932861328,75135100
2021-05-04,124.52534484863281,127.8499984741211,131.49000549316406,126.69999694824219,131.19000244140625,137564700
2021-05-05,124.76882934570312,128.10000610351562,130.4499969482422,127.97000122070312,129.1999969482422,84000900
2021-05-06,126.3661880493164,129.74000549316406,129.75,127.12999725341797,127.88999938964844,78128300
2021-05-07,127.03938293457031,130.2100067138672,131.25999450683594,129.47999572753906,130.85000610351562,78973300
2021-05-10,123.7612075805664,126.8499984741211,129.5399932861328,126.80999755859375,129.41000366210938,88071200
2021-05-11,122.84408569335938,125.91000366210938,126.2699966430664,122.7699966430664,123.5,126142800
2021-05-12,119.78054809570312,122.7699966430664,124.63999938964844,122.25,123.4000015258789,112172300
2021-05-13,121.92698669433594,124.97000122070312,126.1500015258789,124.26000213623047,124.58000183105469,105861300
2021-05-14,124.34658813476562,127.44999694824219,127.88999938964844,125.8499984741211,126.25,81918000
2021-05-17,123.1953125,126.2699966430664,126.93000030517578,125.16999816894531,126.81999969482422,74244600
2021-05-18,121.80989837646484,124.8499984741211,126.98999786376953,124.77999877929688,126.55999755859375,63342900
2021-05-19,121.65379333496094,124.69000244140625,124.91999816894531,122.86000061035156,123.16000366210938,92612000
2021-05-20,124.2099838256836,127.30999755859375,127.72000122070312,125.0999984741211,125.2300033569336,76857100
2021-05-21,122.37577056884766,125.43000030517578,128.0,125.20999908447266,127.81999969482422,79295400
2021-05-24,124.0051040649414,127.0999984741211,127.94000244140625,125.94000244140625,126.01000213623047,63092900
2021-05-25,123.80998229980469,126.9000015258789,128.32000732421875,126.31999969482422,127.81999969482422,72009500
2021-05-26,123.7612075805664,126.8499984741211,127.38999938964844,126.41999816894531,126.95999908447266,56575900
2021-05-27,122.22942352294922,125.27999877929688,127.63999938964844,125.08000183105469,126.44000244140625,94625600
2021-05-28,121.57573699951172,124.61000061035156,125.80000305175781,124.55000305175781,125.56999969482422,71311100
2021-06-01,121.2537841796875,124.27999877929688,125.3499984741211,123.94000244140625,125.08000183105469,67637100
2021-06-02,122.0147933959961,125.05999755859375,125.23999786376953,124.05000305175781,124.27999877929688,59278900
2021-06-03,120.53179931640625,123.54000091552734,124.8499984741211,123.12999725341797,124.68000030517578,76229200
2021-06-04,122.8245849609375,125.88999938964844,126.16000366210938,123.8499984741211,124.06999969482422,75169300
2021-06-07,122.83433532714844,125.9000015258789,126.31999969482422,124.83000183105469,126.16999816894531,71057600
2021-06-08,123.65386962890625,126.73999786376953,128.4600067138672,126.20999908447266,126.5999984741211,74403800
2021-06-09,124.03437805175781,127.12999725341797,127.75,126.5199966430664,127.20999908447266,56877900
2021-06-10,123.03923034667969,126.11000061035156,128.19000244140625,125.94000244140625,127.0199966430664,71186400
2021-06-11,124.2490463256836,127.3499984741211,127.44000244140625,126.0999984741211,126.52999877929688,53522400
2021-06-14,127.30280303955078,130.47999572753906,130.5399932861328,127.06999969482422,127.81999969482422,96906500
2021-06-15,126.48324584960938,129.63999938964844,130.60000610351562,129.38999938964844,129.94000244140625,62746300
2021-06-16,126.98080444335938,130.14999389648438,130.88999938964844,128.4600067138672,130.3699951171875,91815000
2021-06-17,128.5809326171875,131.7899932861328,132.5500030517578,129.64999389648438,129.8000030517578,96721700
2021-06-18,127.28329467773438,130.4600067138672,131.50999450683594,130.24000549316406,130.7100067138672,108953300
2021-06-21,129.0784912109375,132.3000030517578,132.41000366210938,129.2100067138672,130.3000030517578,79663300
2021-06-22,130.7176055908203,133.97999572753906,134.0800018310547,131.6199951171875,132.1300048828125,74783600
2021-06-23,130.44442749023438,133.6999969482422,134.32000732421875,133.22999572753906,133.77000427246094,60214200
2021-06-24,130.16146850585938,133.41000366210938,134.63999938964844,132.92999267578125,134.4499969482422,68711000
2021-06-25,129.86878967285156,133.11000061035156,133.88999938964844,132.80999755859375,133.4600067138672,70783700
2021-06-28,131.4980926513672,134.77999877929688,135.25,133.35000610351562,133.41000366210938,62111300
2021-06-29,133.01036071777344,136.3300018310547,136.49000549316406,134.35000610351562,134.8000030517578,64556100
2021-06-30,133.6250457763672,136.9600067138672,137.41000366210938,135.8699951171875,136.1699981689453,63261400
2021-07-01,133.927490234375,137.27000427246094,137.3300018310547,135.75999450683594,136.60000610351562,52485800
2021-07-02,136.55198669433594,139.9600067138672,140.0,137.75,137.89999389648438,78852600
2021-07-06,138.56179809570312,142.02000427246094,143.14999389648438,140.07000732421875,140.07000732421875,108181800
2021-07-07,141.0497283935547,144.57000732421875,144.88999938964844,142.66000366210938,143.5399932861328,104911600
2021-07-08,139.7521209716797,143.24000549316406,144.05999755859375,140.6699981689453,141.5800018310547,105575500
2021-07-09,141.5765838623047,145.11000061035156,145.64999389648438,142.64999389648438,142.75,99890800
2021-07-12,140.98141479492188,144.5,146.32000732421875,144.0,146.2100067138672,76299700
2021-07-13,142.0936279296875,145.63999938964844,147.4600067138672,143.6300048828125,144.02999877929688,100827100
2021-07-14,145.51817321777344,149.14999389648438,149.57000732421875,147.67999267578125,148.10000610351562,127050800
2021-07-15,144.86448669433594,148.47999572753906,150.0,147.08999633789062,149.24000549316406,106820300
2021-07-16,142.8253936767578,146.38999938964844,149.75999450683594,145.8800048828125,148.4600067138672,93251400
2021-07-19,138.98133850097656,142.4499969482422,144.07000732421875,141.6699981689453,143.75,121434600
2021-07-20,142.59121704101562,146.14999389648438,147.10000610351562,142.9600067138672,143.4600067138672,96350000
2021-07-21,141.85951232910156,145.39999389648438,146.1300048828125,144.6300048828125,145.52999877929688,74993500
2021-07-22,143.2254180908203,146.8000030517578,148.1999969482422,145.80999755859375,145.94000244140625,77338200
2021-07-23,144.94256591796875,148.55999755859375,148.72000122070312,146.9199981689453,147.5500030517578,71447400
2021-07-26,145.36207580566406,148.99000549316406,149.8300018310547,147.6999969482422,148.27000427246094,72434100
2021-07-27,143.19618225097656,146.77000427246094,149.2100067138672,145.5500030517578,149.1199951171875,104818600
2021-07-28,141.44972229003906,144.97999572753906,146.97000122070312,142.5399932861328,144.80999755859375,118931200
2021-07-29,142.0936279296875,145.63999938964844,146.5500030517578,144.5800018310547,144.69000244140625,56699500
2021-07-30,142.3083038330078,145.86000061035156,146.3300018310547,144.11000061035156,144.3800048828125,70440600
2021-08-02,141.97659301757812,145.52000427246094,146.9499969482422,145.25,146.36000061035156,62880000
2021-08-03,143.7717742919922,147.36000061035156,148.0399932861328,145.17999267578125,145.80999755859375,64786600
2021-08-04,143.3717498779297,146.9499969482422,147.7899932861328,146.27999877929688,147.27000427246094,56368300
2021-08-05,143.47909545898438,147.05999755859375,147.83999633789062,146.1699981689453,146.97999572753906,46397700
2021-08-06,142.79510498046875,146.13999938964844,147.11000061035156,145.6300048828125,146.35000610351562,54126800
2021-08-09,142.74627685546875,146.08999633789062,146.6999969482422,145.52000427246094,146.1999969482422,48908700
2021-08-10,142.2674560546875,145.60000610351562,147.7100067138672,145.3000030517578,146.44000244140625,69023100
2021-08-11,142.5215301513672,145.86000061035156,146.72000122070312,145.52999877929688,146.0500030517578,48493500
2021-08-12,145.48216247558594,148.88999938964844,149.0500030517578,145.83999633789062,146.19000244140625,72282600
2021-08-13,145.6873779296875,149.10000610351562,149.44000244140625,148.27000427246094,148.97000122070312,59375000
2021-08-16,147.66111755371094,151.1199951171875,151.19000244140625,146.47000122070312,148.5399932861328,103296000
2021-08-17,146.75241088867188,150.19000244140625,151.67999267578125,149.08999633789062,150.22999572753906,92229700
2021-08-18,143.01010131835938,146.36000061035156,150.72000122070312,146.14999389648438,149.8000030517578,86326000
2021-08-19,143.34228515625,146.6999969482422,148.0,144.5,145.02999877929688,86960300
2021-08-20,144.79818725585938,148.19000244140625,148.5,146.77999877929688,147.44000244140625,60549600
2021-08-23,146.28338623046875,149.7100067138672,150.19000244140625,147.88999938964844,148.30999755859375,60131800
2021-08-24,146.1954803466797,149.6199951171875,150.86000061035156,149.14999389648438,149.4499969482422,48606400
2021-08-25,144.96429443359375,148.36000061035156,150.32000732421875,147.8000030517578,149.80999755859375,58991300
2021-08-26,144.16307067871094,147.5399932861328,149.1199951171875,147.50999450683594,148.35000610351562,48597200
2021-08-27,145.19882202148438,148.60000610351562,148.75,146.8300018310547,147.47999572753906,55802400
2021-08-30,149.6153564453125,153.1199951171875,153.49000549316406,148.61000061035156,149.0,90956700
2021-08-31,148.3548583984375,151.8300018310547,152.8000030517578,151.2899932861328,152.66000366210938,86453100
2021-09-01,149.01930236816406,152.50999450683594,154.97999572753906,152.33999633789062,152.8300018310547,80313700
2021-09-02,150.13323974609375,153.64999389648438,154.72000122070312,152.39999389648438,153.8699951171875,71115500
2021-09-03,150.76832580566406,154.3000030517578,154.6300048828125,153.08999633789062,153.75999450683594,57808700
2021-09-07,153.10362243652344,156.69000244140625,157.25999450683594,154.38999938964844,154.97000122070312,82278300
2021-09-08,151.55982971191406,155.11000061035156,157.0399932861328,153.97999572753906,156.97999572753906,74420200
2021-09-09,150.5436248779297,154.07000732421875,156.11000061035156,153.9499969482422,155.49000549316406,57305700
2021-09-10,145.5603485107422,148.97000122070312,155.47999572753906,148.6999969482422,155.0,140893200
2021-09-13,146.12704467773438,149.5500030517578,151.4199981689453,148.75,150.6300048828125,102404300
2021-09-14,144.7297821044922,148.1199951171875,151.07000732421875,146.91000366210938,150.35000610351562,109296300
2021-09-15,145.6189422607422,149.02999877929688,149.44000244140625,146.3699951171875,148.55999755859375,83281300
2021-09-16,145.38442993164062,148.7899932861328,148.97000122070312,147.22000122070312,148.44000244140625,68034100
2021-09-17,142.71694946289062,146.05999755859375,148.82000732421875,145.75999450683594,148.82000732421875,129868800
2021-09-20,139.66835021972656,142.94000244140625,144.83999633789062,141.27000427246094,143.8000030517578,123478900
2021-09-21,140.14712524414062,143.42999267578125,144.60000610351562,142.77999877929688,143.92999267578125,75834000
2021-09-22,142.51174926757812,145.85000610351562,146.42999267578125,143.6999969482422,144.4499969482422,76404300
2021-09-23,143.4693145751953,146.8300018310547,147.0800018310547,145.63999938964844,146.64999389648438,64838200
2021-09-24,143.55728149414062,146.9199981689453,147.47000122070312,145.55999755859375,145.66000366210938,53477900
2021-09-27,142.042724609375,145.3699951171875,145.9600067138672,143.82000732421875,145.47000122070312,74150700
2021-09-28,138.6619110107422,141.91000366210938,144.75,141.69000244140625,143.25,108972300
2021-09-29,139.5608673095703,142.8300018310547,144.4499969482422,142.02999877929688,142.47000122070312,74602000
2021-09-30,138.26129150390625,141.5,144.3800048828125,141.27999877929688,143.66000366210938,89056700
2021-10-01,139.38502502441406,142.64999389648438,142.9199981689453,139.11000061035156,141.89999389648438,94639600
2021-10-04,135.95533752441406,139.13999938964844,142.2100067138672,138.27000427246094,141.75999450683594,98322000
2021-10-05,137.8802490234375,141.11000061035156,142.24000549316406,139.36000061035156,139.49000549316406,80861100
2021-10-06,138.74986267089844,142.0,142.14999389648438,138.3699951171875,139.47000122070312,83221100
2021-10-07,140.01031494140625,143.2899932861328,144.22000122070312,142.72000122070312,143.05999755859375,61732700
2021-10-08,139.62924194335938,142.89999389648438,144.17999267578125,142.55999755859375,144.02999877929688,58773200
2021-10-11,139.54135131835938,142.80999755859375,144.80999755859375,141.80999755859375,142.27000427246094,64452200
2021-10-12,138.27108764648438,141.50999450683594,143.25,141.0399932861328,143.22999572753906,73035900
2021-10-13,137.68482971191406,140.91000366210938,141.39999389648438,139.1999969482422,141.24000549316406,78762700
2021-10-14,140.46958923339844,143.75999450683594,143.8800048828125,141.50999450683594,142.11000061035156,69907100
2021-10-15,141.52487182617188,144.83999633789062,144.89999389648438,143.50999450683594,143.77000427246094,67940300
2021-10-18,143.1957244873047,146.5500030517578,146.83999633789062,143.16000366210938,143.4499969482422,85589200
2021-10-19,145.35516357421875,148.75999450683594,149.1699981689453,146.5500030517578,147.00999450683594,76378900
2021-10-20,145.84371948242188,149.25999450683594,149.75,148.1199951171875,148.6999969482422,58418800
2021-10-21,146.05868530273438,149.47999572753906,149.63999938964844,147.8699951171875,148.80999755859375,61421000
2021-10-22,145.2867431640625,148.69000244140625,150.17999267578125,148.63999938964844,149.69000244140625,58883400
2021-10-25,145.23788452148438,148.63999938964844,149.3699951171875,147.6199951171875,148.67999267578125,50720600
2021-10-26,145.90231323242188,149.32000732421875,150.83999633789062,149.00999450683594,149.3300018310547,60893400
2021-10-27,145.44309997558594,148.85000610351562,149.72999572753906,148.49000549316406,149.36000061035156,56094900
2021-10-28,149.0779266357422,152.57000732421875,153.1699981689453,149.72000122070312,149.82000732421875,100077900
2021-10-29,146.3713836669922,149.8000030517578,149.94000244140625,146.41000366210938,147.22000122070312,124953200
2021-11-01,145.55059814453125,148.9600067138672,149.6999969482422,147.8000030517578,148.99000549316406,74588300
2021-11-02,146.58631896972656,150.02000427246094,151.57000732421875,148.64999389648438,148.66000366210938,69122000
2021-11-03,148.02267456054688,151.49000549316406,151.97000122070312,149.82000732421875,150.38999938964844,54511500
2021-11-04,147.5048065185547,150.9600067138672,152.42999267578125,150.63999938964844,151.5800018310547,60394600
2021-11-05,148.03321838378906,151.27999877929688,152.1999969482422,150.05999755859375,151.88999938964844,65463900
2021-11-08,147.2112579345703,150.44000244140625,151.57000732421875,150.16000366210938,151.41000366210938,55020900
2021-11-09,147.5732879638672,150.80999755859375,151.42999267578125,150.05999755859375,150.1999969482422,56787900
2021-11-10,144.74533081054688,147.9199981689453,150.1300048828125,147.85000610351562,150.02000427246094,65187100
2021-11-11,144.69638061523438,147.8699951171875,149.42999267578125,147.67999267578125,148.9600067138672,41000000
2021-11-12,146.77088928222656,149.99000549316406,150.39999389648438,147.47999572753906,148.42999267578125,63804000
