Date,adj close,close,high,low,open,volume
2021-03-30,332.9161376953125,360.79998779296875,364.29998779296875,356.29998779296875,360.1000061035156,39405124
2021-03-31,336.1456604003906,364.29998779296875,367.8500061035156,357.95001220703125,360.29998779296875,38651025
2021-04-01,342.0048828125,370.6499938964844,371.8999938964844,363.1000061035156,367.70001220703125,31883453
2021-04-05,326.2264099121094,353.54998779296875,369.20001220703125,349.04998779296875,367.5,51743981
2021-04-06,323.4582824707031,350.54998779296875,357.0,349.29998779296875,355.70001220703125,44147709
2021-04-07,330.84002685546875,358.54998779296875,363.20001220703125,347.6000061035156,351.25,48023602
2021-04-08,328.1180419921875,355.6000061035156,363.29998779296875,354.29998779296875,361.0,33370259
2021-04-09,325.7189636230469,353.0,364.5,351.20001220703125,354.3999938964844,46473100
2021-04-12,303.43536376953125,328.8500061035156,344.0,322.54998779296875,344.0,75501713
2021-04-13,314.6463623046875,341.0,342.25,330.5,332.0,49773360
2021-04-15,316.21502685546875,342.70001220703125,347.54998779296875,336.1000061035156,342.1000061035156,52992349
2021-04-16,313.6313781738281,339.8999938964844,345.5,338.6499938964844,343.0,37766793
2021-04-19,305.5576171875,331.1499938964844,332.04998779296875,321.29998779296875,327.1499938964844,53304377
2021-04-20,304.0351257324219,329.5,339.8999938964844,326.70001220703125,335.1000061035156,41296147
2021-04-22,310.6325378417969,336.6499938964844,337.6499938964844,323.29998779296875,326.0,49105833
2021-04-23,310.4480285644531,336.45001220703125,339.8999938964844,331.6499938964844,331.6499938964844,44223940
2021-04-26,317.69134521484375,344.29998779296875,347.45001220703125,339.25,339.25,49234985
2021-04-27,325.7651062011719,353.04998779296875,354.95001220703125,342.3999938964844,344.0,46003023
2021-04-28,335.3152160644531,363.3999938964844,364.29998779296875,356.04998779296875,357.0,56696255
2021-04-29,331.6243591308594,359.3999938964844,369.95001220703125,355.5,365.0,63692926
2021-04-30,326.1803283691406,353.5,362.5,350.45001220703125,353.45001220703125,53832840
2021-05-03,323.50445556640625,350.6000061035156,352.5,341.3999938964844,349.6000061035156,43691860
2021-05-04,324.33489990234375,351.5,362.8999938964844,350.20001220703125,355.0,57749307
2021-05-05,327.9334716796875,355.3999938964844,357.45001220703125,348.0,356.5,40872501
2021-05-06,328.0718688964844,355.54998779296875,359.3500061035156,350.54998779296875,358.0,36294427
2021-05-07,330.563232421875,358.25,362.0,353.0,357.5,38357618
2021-05-10,333.74664306640625,361.70001220703125,367.0,358.79998779296875,360.5,41739324
2021-05-11,336.4685974121094,364.6499938964844,366.3999938964844,354.75,356.8500061035156,41892770
2021-05-12,339.28289794921875,367.70001220703125,373.5,361.8999938964844,362.79998779296875,53436590
2021-05-14,332.5932312011719,360.45001220703125,372.5,359.54998779296875,370.0,51722170
2021-05-17,353.49273681640625,383.1000061035156,385.20001220703125,363.6499938964844,364.3999938964844,106555796
2021-05-18,352.7084045410156,382.25,392.54998779296875,380.04998779296875,390.0,70917710
2021-05-19,354.6922607421875,384.3999938964844,389.5,381.20001220703125,382.0,48189573
2021-05-20,354.8306579589844,384.54998779296875,387.79998779296875,382.0,387.0,42898608
2021-05-21,370.1938781738281,401.20001220703125,404.3999938964844,378.0,390.0,192810772
2021-05-24,380.2053527832031,412.04998779296875,419.20001220703125,405.29998779296875,417.0,142964052
2021-05-25,380.4822082519531,412.3500061035156,415.5,408.5,415.1000061035156,56048127
2021-05-26,381.5894470214844,413.54998779296875,418.75,410.79998779296875,413.79998779296875,52357719
2021-05-27,392.339111328125,425.20001220703125,429.1000061035156,412.0,413.70001220703125,73392997
2021-05-28,389.4325256347656,422.04998779296875,433.6499938964844,420.04998779296875,430.5,65137568
2021-05-31,391.5548095703125,424.3500061035156,426.0,418.0,421.0,38291043
2021-06-01,399.12109375,432.54998779296875,435.3500061035156,425.6000061035156,426.04998779296875,59299647
2021-06-02,403.45782470703125,437.25,437.95001220703125,429.1499938964844,430.79998779296875,38657806
2021-06-03,409.417724609375,439.6499938964844,441.95001220703125,433.5,437.0,38909199
2021-06-04,403.7837829589844,433.6000061035156,441.8999938964844,431.75,437.5,36898769
2021-06-07,402.5265808105469,432.25,437.3999938964844,430.79998779296875,435.1000061035156,20201197
2021-06-08,397.8238830566406,427.20001220703125,432.5,424.0,432.25,31113823
2021-06-09,392.46923828125,421.45001220703125,432.29998779296875,418.20001220703125,427.5,27784834
2021-06-10,402.5265808105469,432.25,433.29998779296875,422.3999938964844,424.8999938964844,27397712
2021-06-11,400.0588073730469,429.6000061035156,435.5,425.25,434.8500061035156,26831924
2021-06-14,400.75726318359375,430.3500061035156,432.45001220703125,416.70001220703125,427.0,30106015
2021-06-15,399.9657287597656,429.5,432.79998779296875,428.0,429.20001220703125,16413658
2021-06-16,396.6597900390625,425.95001220703125,432.75,425.0,428.0,19701175
